Battery, Cycle_No, Date, Time, Reading_number, Voltage_measured, Current_measured, Temperature_measured, Current_load, Voltage_load, Time_vector,Capacity
B0018, 3, 2008-07-07, 14:43:14.62, 187, 3.522233, -2.009592, 32.074929, 1.998800, 2.616000, 1748.297000, 1.855005
B0018, 3, 2008-07-07, 14:43:14.62, 188, 3.520884, -2.008797, 32.095910, 1.999000, 2.614000, 1757.656000, 1.855005
B0018, 3, 2008-07-07, 14:43:14.62, 189, 3.519652, -2.008382, 32.123416, 1.998800, 2.613000, 1767.016000, 1.855005
B0018, 3, 2008-07-07, 14:43:14.62, 190, 3.518443, -2.010278, 32.146198, 1.999000, 2.612000, 1776.360000, 1.855005
B0018, 3, 2008-07-07, 14:43:14.62, 191, 3.517146, -2.010142, 32.153082, 1.999000, 2.611000, 1785.781000, 1.855005
B0018, 3, 2008-07-07, 14:43:14.62, 192, 3.515977, -2.008594, 32.179699, 1.999000, 2.610000, 1795.203000, 1.855005
B0018, 3, 2008-07-07, 14:43:14.62, 193, 3.514602, -2.007469, 32.202395, 1.999000, 2.608000, 1804.625000, 1.855005
B0018, 3, 2008-07-07, 14:43:14.62, 194, 3.513551, -2.007993, 32.233571, 1.999000, 2.607000, 1814.016000, 1.855005
B0018, 3, 2008-07-07, 14:43:14.62, 195, 3.512326, -2.007310, 32.255565, 1.999000, 2.606000, 1823.375000, 1.855005
B0018, 3, 2008-07-07, 14:43:14.62, 196, 3.511128, -2.009907, 32.263097, 1.999000, 2.604000, 1832.750000, 1.855005
B0018, 3, 2008-07-07, 14:43:14.62, 197, 3.509827, -2.006888, 32.303057, 1.999000, 2.604000, 1842.156000, 1.855005
B0018, 3, 2008-07-07, 14:43:14.62, 198, 3.508797, -2.008532, 32.323020, 1.999000, 2.602000, 1851.531000, 1.855005
B0018, 3, 2008-07-07, 14:43:14.62, 199, 3.507486, -2.008995, 32.338058, 1.999000, 2.601000, 1860.922000, 1.855005
