Battery, Cycle_No, Date, Time, Temp, Reading_number, Sense_current_real, Sense_current_i, Battery_current_real, Battery_current_i, Current_ratio_real, Current_ratio_i, Battery_impedance_real, Battery_impedance_i, Rectified_Impedance_real, Rectified_Impedance_i, Re, Rct
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 21, 803.691650, -40.867668, 359.342224, -27.038998, 2.232481, 0.054256, 0.116123, -0.041774, 0.052875, -0.001049, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 22, 804.395569, -1.239632, 360.927917, -9.629111, 2.227194, 0.055984, 0.117031, -0.040069, 0.051973, -0.001294, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 23, 801.739441, -2.462185, 363.313965, -9.841763, 2.205305, 0.052962, 0.121164, -0.036623, 0.050920, -0.001567, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 24, 799.766968, -2.532612, 365.098938, -8.502845, 2.189523, 0.044055, 0.127880, -0.031234, 0.049893, -0.001490, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 25, 799.058838, -1.502842, 366.273132, -9.570613, 2.180211, 0.052865, 0.136366, -0.023676, 0.048721, -0.001275, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 26, 797.075195, -1.025034, 368.034790, -8.877300, 2.164568, 0.049426, 0.145687, -0.013888, 0.049067, -0.001338, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 27, 794.979980, -1.772718, 368.121368, -8.987422, 2.158390, 0.047880, 0.154888, -0.002129, 0.046665, -0.000706, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 28, 795.564026, -12.585381, 370.243225, -12.722250, 2.147393, 0.039796, 0.163135, 0.010953, 0.046019, -0.001795, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 29, 794.642883, -13.814568, 368.725739, -11.823513, 2.154092, 0.031607, 0.169861, 0.024350, 0.044719, -0.001221, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 30, 793.624451, -16.374096, 371.053223, -7.645910, 2.138844, -0.000056, 0.174840, 0.036826, 0.044839, -0.001093, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 31, 793.713928, -15.134615, 371.165527, -10.442703, 2.137891, 0.019373, 0.178176, 0.047082, 0.043589, -0.001107, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 32, 794.562256, -18.917624, 369.903412, -6.086943, 2.148286, -0.015791, 0.180181, 0.053938, 0.042275, -0.001119, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 33, 794.972351, -36.209541, 369.421753, -18.721226, 2.151379, 0.011009, 0.181195, 0.056479, 0.040233, -0.001143, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 34, 794.988098, -37.261810, 368.211884, -14.920148, 2.159605, -0.013688, 0.181399, 0.054157, 0.040038, -0.000989, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 35, 794.870361, -40.909660, 368.667999, -12.214863, 2.157368, -0.039487, 0.180692, 0.046869, 0.038017, -0.000792, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 36, 794.116211, -46.377823, 370.096710, -8.761012, 2.147462, -0.074478, 0.178697, 0.035006, 0.036922, -0.000535, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 37, 795.340393, -55.586929, 368.955353, 0.810961, 2.155313, -0.155398, 0.174917, 0.019470, 0.038294, -0.000116, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 38, 796.990906, -68.094383, 367.305115, 15.889277, 2.157776, -0.278733, 0.169023, 0.001589, 0.037201, 0.000071, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 39, 805.953369, -85.285110, 357.414917, 34.924583, 2.210529, -0.454617, 0.161185, -0.017097, 0.037903, 0.000467, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 40, 823.870300, -104.155098, 340.797424, 52.354424, 2.315873, -0.661394, 0.152326, -0.035212,,, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 41, 845.228394, -118.951164, 318.254944, 69.706116, 2.456132, -0.911717, 0.144192, -0.051930,,, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 42, 869.112610, -125.010284, 290.796783, 83.066833, 2.649719, -1.186788, 0.139263, -0.067178,,, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 43, 891.628235, -114.328781, 264.890350, 94.247574, 2.851485, -1.446162, 0.140728, -0.081361,,, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 44, 903.866150, -77.085876, 241.850815, 104.663551, 3.031591, -1.630687, 0.152807, -0.094296,,, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 45, 910.909851, -15.646996, 219.286377, 126.179291, 3.089874, -1.849294, 0.181403, -0.102818,,, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 46, 913.850952, 109.398819, 178.595108, 145.590775, 3.374026, -2.137954, 0.233794, -0.095956,,, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 47, 880.915710, 277.709503, 135.972763, 158.468231, 3.756554, -2.335652, 0.312443, -0.046622,,, 0.038168, 0.061581
B0007, 41, 2008-04-18, 20:55:29.86, 24.00, 48, 806.260315, 444.900848, 90.466438, 153.996002, 4.434393, -2.630566, 0.390913, 0.094852,,, 0.038168, 0.061581
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 1, -1.000000, 1.000000, -1.000000, 1.000000, 1.000000, 0.000000, 0.110424, 0.712383, 0.087758, -0.004013, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 2, 879.052002, -31.623316, 151.683594, -58.867943, 5.106999, 1.773529, -0.357081, -0.258999, 0.073663, -0.001482, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 3, 797.516113, -40.437473, 360.959259, -76.570610, 2.137034, 0.341303, 0.175786, -0.131949, 0.071117, -0.002196, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 4, 841.555054, -50.980309, 313.656250, -67.328445, 2.598219, 0.395190, 0.033525, 0.035329, 0.073377, -0.001477, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 5, 828.744080, -52.769432, 330.198669, -57.221226, 2.463547, 0.267105, 0.026796, -0.075020, 0.073900, -0.001818, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 6, 825.547241, -53.816738, 332.902161, -57.601109, 2.434923, 0.259648, 0.156946, -0.070639, 0.073756, -0.001973, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 7, 826.970703, -58.622356, 332.132385, -50.568855, 2.459736, 0.198004, 0.232657, 0.031580, 0.071613, -0.002248, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 8, 825.885010, -62.896145, 332.594055, -49.957726, 2.456152, 0.179822, 0.240929, 0.128856, 0.072161, -0.002041, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 9, 825.381226, -64.389763, 333.110046, -47.288612, 2.455754, 0.155322, 0.226168, 0.185212, 0.070088, -0.002016, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 10, 822.938049, -62.115799, 335.711334, -47.830276, 2.428394, 0.160957, 0.215722, 0.203351, 0.069383, -0.002394, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 11, 823.767456, -55.917198, 336.294983, -40.947186, 2.433703, 0.130053, 0.215342, 0.193381, 0.069823, -0.002162, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 12, 820.550293, -56.510368, 339.415680, -40.656059, 2.403003, 0.121345, 0.220050, 0.164164, 0.065441, -0.002338, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 13, 820.751587, -54.348106, 340.601776, -41.215984, 2.393964, 0.130127, 0.222593, 0.123627, 0.068899, -0.002166, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 14, 819.336792, -56.843803, 340.330963, -39.613255, 2.394471, 0.111682, 0.218018, 0.079457, 0.065161, -0.002666, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 15, 817.059082, -56.190136, 345.915039, -40.403854, 2.348949, 0.111925, 0.205223, 0.038358, 0.063333, -0.002142, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 16, 818.359985, -37.412590, 342.624634, -30.481358, 2.379385, 0.102486, 0.186322, 0.004833, 0.062571, -0.001903, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 17, 815.650208, -34.861717, 346.536560, -32.433945, 2.342615, 0.118656, 0.164949, -0.019371, 0.062563, -0.002318, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 18, 812.980652, -36.190971, 350.022522, -31.296707, 2.313402, 0.103453, 0.144624, -0.034822, 0.059817, -0.002640, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 19, 812.299133, -37.097519, 351.176086, -29.095890, 2.306005, 0.085421, 0.127835, -0.043391, 0.058926, -0.001988, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 20, 810.435730, -35.732742, 352.074982, -31.824932, 2.292328, 0.105717, 0.115873, -0.047224, 0.053457, -0.002122, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 21, 808.145020, -36.954956, 354.080872, -32.933620, 2.272423, 0.106993, 0.109118, -0.048050, 0.056631, -0.002497, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 22, 806.095215, 3.331291, 357.608978, -12.678845, 2.250965, 0.089122, 0.107395, -0.046884, 0.053787, -0.002139, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 23, 800.094727, 3.252670, 364.006561, -13.745480, 2.194556, 0.091806, 0.110227, -0.044017, 0.052665, -0.002112, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 24, 807.195374, 1.981001, 361.319000, -15.115100, 2.229892, 0.098766, 0.116915, -0.039192, 0.051376, -0.001829, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 25, 800.813416, 2.224617, 363.535339, -13.218942, 2.199718, 0.086106, 0.126521, -0.031892, 0.050079, -0.001734, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 26, 798.704285, 0.955826, 365.414795, -11.294659, 2.183580, 0.070108, 0.137861, -0.021666, 0.049249, -0.001842, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 27, 798.138977, -1.158903, 366.716766, -10.765474, 2.174664, 0.060680, 0.149594, -0.008444, 0.047338, -0.001426, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 28, 796.435913, -10.386677, 367.934570, -14.743910, 2.162272, 0.058417, 0.160425, 0.007258, 0.046757, -0.001694, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 29, 795.947144, -11.433630, 368.841461, -14.450111, 2.155871, 0.053462, 0.169367, 0.024301, 0.044997, -0.001361, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 30, 793.446350, -13.131817, 369.482391, -11.636978, 2.146444, 0.032062, 0.175956, 0.041066, 0.044869, -0.001153, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 31, 794.784485, -15.612803, 370.284637, -9.591104, 2.146067, 0.013423, 0.180302, 0.055723, 0.043351, -0.001076, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 32, 794.759705, -18.433018, 369.423004, -6.933080, 2.151533, -0.009518, 0.182951, 0.066527, 0.042608, -0.001096, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 33, 793.748413, -35.431969, 368.767944, -18.838192, 2.151726, 0.013837, 0.184588, 0.072051, 0.041758, -0.000947, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 34, 794.881470, -38.810989, 368.644562, -15.447626, 2.156852, -0.014900, 0.185678, 0.071339, 0.040889, -0.000663, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 35, 795.077026, -42.320988, 368.131226, -12.569939, 2.161171, -0.041168, 0.186198, 0.064010, 0.040142, -0.000404, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 36, 794.908142, -47.105793, 367.486755, -6.900782, 2.164737, -0.087534, 0.185545, 0.050357, 0.038462, -0.000759, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 37, 795.509766, -56.951653, 367.374756, 3.286668, 2.163830, -0.174382, 0.182724, 0.031433, 0.041110, 0.000051, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 38, 798.495544, -70.675064, 363.692474, 18.350525, 2.180169, -0.304329, 0.176797, 0.009041, 0.039622, 0.000098, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 39, 807.309326, -85.506134, 355.159119, 32.669277, 2.232060, -0.446070, 0.167480, -0.014516, 0.040034, 0.000639, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 40, 825.885803, -104.415436, 336.290863, 52.457264, 2.350248, -0.677101, 0.155636, -0.036995,,, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 41, 849.383057, -119.289803, 315.909943, 68.731133, 2.488730, -0.919069, 0.143428, -0.056938,,, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 42, 873.121460, -125.424294, 288.979645, 82.971565, 2.676162, -1.202402, 0.134089, -0.074164,,, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 43, 893.388000, -113.269318, 262.262756, 91.802475, 2.899956, -1.446993, 0.131682, -0.089538,,, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 44, 906.059753, -74.984520, 239.999893, 102.459930, 3.080434, -1.627524, 0.141454, -0.103567,,, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 45, 912.505798, -13.952635, 217.077759, 122.157890, 3.165111, -1.845403, 0.170939, -0.113024,,, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 46, 916.319336, 108.561554, 177.161453, 142.509857, 3.439534, -2.154001, 0.229713, -0.103754,,, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 47, 885.567688, 281.185791, 134.548172, 154.058929, 3.883387, -2.356663, 0.318999, -0.037893,,, 0.042352, 0.079462
B0007, 43, 2008-04-18, 22:39:16.31, 24.00, 48, 812.392700, 439.105347, 94.439316, 155.755020, 4.373768, -2.563879, 0.389000, 0.151862,,, 0.042352, 0.079462
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 1, -1.000000, 1.000000, -1.000000, 1.000000, 1.000000, 0.000000, -0.103509, -0.378687, 0.061082, -0.000369, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 2, 789.556091, -24.692263, 367.466339, -95.085861, 2.030106, 0.458116, 0.195754, -0.055270, 0.064380, -0.000578, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 3, 813.072937, -47.830521, 344.634216, -70.069023, 2.292680, 0.327348, 0.032214, 0.045314, 0.060860, 0.000091, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 4, 812.097534, -54.150322, 343.920654, -66.199646, 2.306156, 0.286451, 0.018079, -0.053907, 0.060491, -0.000266, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 5, 818.293030, -52.827438, 341.021362, -56.749588, 2.359961, 0.237813, 0.118998, -0.072658, 0.062617, -0.000754, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 6, 813.680542, -59.291332, 346.143585, -52.120457, 2.323807, 0.178615, 0.196793, -0.010228, 0.059111, -0.001389, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 7, 812.188293, -60.182899, 347.409027, -49.426208, 2.315620, 0.156212, 0.225263, 0.064126, 0.060785, 0.000138, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 8, 813.016479, -62.377640, 345.710358, -48.352112, 2.331358, 0.145638, 0.227041, 0.115821, 0.060443, -0.000379, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 9, 809.907104, -62.461647, 350.585999, -49.330570, 2.289884, 0.144044, 0.222510, 0.139438, 0.059851, -0.000963, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 10, 810.117126, -69.348259, 349.378387, -41.718590, 2.309510, 0.077284, 0.219749, 0.139841, 0.060189, -0.000581, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 11, 810.498718, -59.361980, 350.698608, -37.227493, 2.303114, 0.075213, 0.218704, 0.123641, 0.059615, -0.000558, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 12, 808.239746, -58.229439, 351.564087, -39.138203, 2.289052, 0.089201, 0.216388, 0.097203, 0.059802, -0.001602, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 13, 810.007568, -60.632828, 352.203583, -37.023460, 2.292591, 0.068843, 0.210177, 0.066364, 0.058009, -0.001096, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 14, 808.017700, -60.443878, 353.201935, -35.679558, 2.281697, 0.059360, 0.199215, 0.036041, 0.058054, -0.000359, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 15, 808.172058, -58.820953, 351.985626, -39.462189, 2.286039, 0.089183, 0.184435, 0.009714, 0.058394, -0.000830, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 16, 807.164368, -39.575661, 356.590607, -28.653267, 2.257900, 0.070446, 0.167838, -0.010845, 0.059024, -0.001167, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 17, 807.355896, -43.037537, 356.011414, -24.789839, 2.265215, 0.036844, 0.151628, -0.025381, 0.057623, -0.000921, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 18, 807.376587, -41.278137, 356.648621, -27.259186, 2.259434, 0.056953, 0.137599, -0.034653, 0.055753, -0.001274, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 19, 806.443176, -40.817848, 355.054810, -27.392498, 2.266698, 0.059914, 0.126894, -0.039838, 0.056505, -0.001121, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 20, 804.543274, -41.783226, 358.657440, -27.545853, 2.238949, 0.055458, 0.120046, -0.042063, 0.054928, -0.001037, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 21, 803.567383, -40.241570, 359.958313, -27.397394, 2.227992, 0.057783, 0.117129, -0.042128, 0.055097, -0.000762, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 22, 804.342834, -2.048969, 361.225067, -10.195518, 2.225096, 0.057131, 0.117914, -0.040421, 0.053902, -0.001684, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 23, 802.498901, -1.395147, 362.604309, -8.249770, 2.212096, 0.046481, 0.121953, -0.036970, 0.052699, -0.001864, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 24, 802.392456, -3.123068, 362.276398, -6.508145, 2.214303, 0.031158, 0.128612, -0.031581, 0.052172, -0.001542, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 25, 800.801697, 0.121389, 363.418274, -11.069479, 2.201474, 0.067389, 0.137085, -0.024028, 0.050484, -0.001181, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 26, 799.071228, -1.930178, 365.551025, -10.887481, 2.184156, 0.059772, 0.146443, -0.014243, 0.050164, -0.001271, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 27, 798.754456, -2.024687, 365.580933, -8.914460, 2.183728, 0.047711, 0.155732, -0.002474, 0.047951, -0.001180, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 28, 796.672485, -13.189791, 367.427155, -11.889544, 2.167138, 0.034229, 0.164119, 0.010644, 0.047221, -0.001217, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 29, 796.592957, -13.122219, 367.578308, -10.736588, 2.166333, 0.027577, 0.171026, 0.024117, 0.045846, -0.001219, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 30, 795.797852, -15.095018, 369.441345, -10.494823, 2.153480, 0.020315, 0.176218, 0.036712, 0.046197, -0.001360, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 31, 795.325562, -18.251968, 369.763428, -6.925159, 2.151074, -0.009075, 0.179789, 0.047127, 0.044326, -0.001151, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 32, 795.582336, -18.247744, 368.180756, -5.470220, 2.161106, -0.017453, 0.182044, 0.054171, 0.043199, -0.001091, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 33, 795.391846, -37.509621, 366.870361, -21.028120, 2.166788, 0.021953, 0.183324, 0.056904, 0.042148, -0.000977, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 34, 796.486694, -39.174831, 367.460876, -15.946524, 2.168085, -0.012522, 0.183808, 0.054751, 0.039483, -0.000813, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 35, 795.971252, -41.872093, 367.390717, -12.130407, 2.167952, -0.042391, 0.183398, 0.047573, 0.039772, -0.000686, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 36, 796.351379, -46.825851, 367.371613, -6.911727, 2.169330, -0.086648, 0.181707, 0.035729, 0.038911, -0.000582, 0.039713, 0.061807
B0007, 45, 2008-04-19, 02:14:27.02, 24.00, 37, 795.092285, -55.422909, 369.955017, 2.407105, 2.148094, -0.163786, 0.178215, 0.020093, 0.040299, -0.000211, 0.039713, 0.061807
