Battery, Cycle_No, Date, Time, Temp, Reading_number, Sense_current_real, Sense_current_i, Battery_current_real, Battery_current_i, Current_ratio_real, Current_ratio_i, Battery_impedance_real, Battery_impedance_i, Rectified_Impedance_real, Rectified_Impedance_i, Re, Rct
B0006, 41, 2008-04-18, 20:55:29.86, 24.00, 37, 785.523499, -59.014580, 377.906189, 3.406684, 2.077044, -0.174886, 0.178924, 0.015672, 0.058744, 0.000681, 0.061234, 0.078542
B0006, 41, 2008-04-18, 20:55:29.86, 24.00, 38, 790.869141, -71.618027, 374.517365, 18.153170, 2.097505, -0.292895, 0.173710, -0.002223, 0.059657, 0.001762, 0.061234, 0.078542
B0006, 41, 2008-04-18, 20:55:29.86, 24.00, 39, 799.228088, -89.120522, 363.844910, 38.128662, 2.147367, -0.469972, 0.166921, -0.021093, 0.060639, 0.003100, 0.061234, 0.078542
B0006, 41, 2008-04-18, 20:55:29.86, 24.00, 40, 816.786194, -109.613258, 346.370911, 58.917141, 2.239500, -0.697397, 0.159480, -0.039756,,, 0.061234, 0.078542
B0006, 41, 2008-04-18, 20:55:29.86, 24.00, 41, 840.765747, -126.003792, 322.256104, 77.645958, 2.376804, -0.963684, 0.153073, -0.057529,,, 0.061234, 0.078542
B0006, 41, 2008-04-18, 20:55:29.86, 24.00, 42, 867.926880, -135.009781, 293.592346, 93.463875, 2.551281, -1.272044, 0.150118, -0.074353,,, 0.061234, 0.078542
B0006, 41, 2008-04-18, 20:55:29.86, 24.00, 43, 891.830933, -124.380661, 265.234772, 104.172150, 2.753497, -1.550394, 0.153822, -0.090464,,, 0.061234, 0.078542
B0006, 41, 2008-04-18, 20:55:29.86, 24.00, 44, 908.479675, -86.824989, 238.089188, 115.284485, 2.947964, -1.792100, 0.168587, -0.105301,,, 0.061234, 0.078542
B0006, 41, 2008-04-18, 20:55:29.86, 24.00, 45, 916.740967, -22.020813, 212.744354, 132.933472, 3.052593, -2.010923, 0.200653, -0.115083,,, 0.061234, 0.078542
B0006, 41, 2008-04-18, 20:55:29.86, 24.00, 46, 924.137390, 104.130859, 167.839310, 152.876099, 3.318237, -2.401990, 0.257614, -0.107926,,, 0.061234, 0.078542
B0006, 41, 2008-04-18, 20:55:29.86, 24.00, 47, 891.958618, 277.458466, 125.058723, 160.772064, 3.763914, -2.620159, 0.341921, -0.055535,,, 0.061234, 0.078542
B0006, 41, 2008-04-18, 20:55:29.86, 24.00, 48, 818.037903, 445.487518, 74.759727, 158.910492, 4.278283, -3.135064, 0.426633, 0.093155,,, 0.061234, 0.078542
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 1, -1.000000, 1.000000, -1.000000, 1.000000, 1.000000, 0.000000, 0.502286, -1.347568, 0.102331, -0.004575, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 2, 834.717407, -32.739250, 128.812210, -37.186546, 6.049329, 1.492206, 0.795426, 0.541442, 0.085164, -0.001206, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 3, 773.163757, -37.208611, 384.718872, -81.367790, 1.943217, 0.314273, 0.394123, 0.429660, 0.086198, -0.001013, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 4, 832.528076, -49.345146, 325.766174, -68.245255, 2.478557, 0.367763, 0.273659, -0.087257, 0.086052, -0.002552, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 5, 811.518005, -52.009132, 346.835876, -60.135170, 2.296732, 0.248259, -0.054208, -0.031220, 0.085956, -0.001424, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 6, 811.711243, -55.871986, 346.288422, -54.464943, 2.312210, 0.202324, -0.095630, -0.035786, 0.086871, -0.001187, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 7, 812.383179, -56.805393, 346.619385, -55.527798, 2.310686, 0.206284, 0.173772, -0.129650, 0.084043, -0.002318, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 8, 810.200867, -60.514793, 347.899445, -50.034363, 2.306153, 0.157724, 0.199902, 0.210908, 0.084927, -0.001343, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 9, 811.350708, -63.991066, 347.630341, -47.737614, 2.315559, 0.133901, -0.044758, 0.328495, 0.084353, -0.001918, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 10, 807.636353, -62.235741, 351.794952, -48.809040, 2.276482, 0.138937, -0.191830, 0.288895, 0.083786, -0.001837, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 11, 808.931702, -55.648109, 350.854279, -40.028038, 2.293845, 0.103091, -0.219653, 0.262974, 0.083612, -0.001776, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 12, 806.595215, -56.084351, 352.564270, -40.875332, 2.275651, 0.104757, -0.170732, 0.276033, 0.082244, -0.001970, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 13, 807.575378, -55.959034, 354.132782, -39.675537, 2.269646, 0.096264, -0.069943, 0.288908, 0.081288, -0.002276, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 14, 804.763977, -56.874424, 354.458405, -40.034142, 2.259701, 0.094766, 0.049349, 0.260027, 0.083090, -0.002405, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 15, 804.277039, -56.335186, 356.357452, -38.697880, 2.247601, 0.085987, 0.142208, 0.180895, 0.080269, -0.002052, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 16, 803.409424, -36.447483, 358.879303, -30.739143, 2.230993, 0.089532, 0.179364, 0.079537, 0.078474, -0.001606, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 17, 804.059570, -36.534191, 356.990753, -30.692398, 2.244534, 0.090635, 0.164919, -0.007006, 0.078061, -0.002923, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 18, 800.848694, -36.899544, 360.969818, -29.667984, 2.212062, 0.079585, 0.124604, -0.059830, 0.076583, -0.002321, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 19, 798.832642, -38.505680, 363.263519, -27.809418, 2.194299, 0.061984, 0.083096, -0.081986, 0.075305, -0.002146, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 20, 797.839050, -35.927505, 365.566345, -32.139439, 2.174308, 0.092879, 0.052705, -0.086411, 0.074296, -0.002329, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 21, 795.497009, -37.934975, 366.261810, -29.549112, 2.166192, 0.071190, 0.035447, -0.084791, 0.072888, -0.002438, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 22, 794.114868, 1.323116, 369.078461, -12.630001, 2.148976, 0.077124, 0.029357, -0.083679, 0.070923, -0.002368, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 23, 793.726257, 0.818123, 371.167023, -12.474263, 2.135974, 0.073990, 0.032755, -0.085053, 0.069748, -0.002351, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 24, 791.306763, 0.498539, 372.392212, -11.957758, 2.122697, 0.069500, 0.045369, -0.087586, 0.068011, -0.002094, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 25, 789.400452, 0.620754, 375.710388, -11.615771, 2.099030, 0.066548, 0.067324, -0.087398, 0.068768, -0.001899, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 26, 787.832642, 0.028240, 377.366333, -10.942054, 2.085957, 0.060559, 0.097137, -0.078975, 0.066011, -0.001765, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 27, 784.640625, -1.502918, 379.393219, -9.794280, 2.066871, 0.049396, 0.130123, -0.057212, 0.066988, -0.001398, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 28, 785.640869, -12.568356, 378.529602, -13.541271, 2.074041, 0.040992, 0.158737, -0.020310, 0.065436, -0.001506, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 29, 783.325378, -12.922007, 381.384491, -11.681986, 2.053011, 0.029003, 0.175424, 0.028269, 0.065590, -0.001473, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 30, 785.460632, -14.924479, 379.783752, -10.754400, 2.067633, 0.019252, 0.176460, 0.080604, 0.064881, -0.001444, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 31, 784.872375, -16.982555, 381.573303, -8.304167, 2.056932, 0.000258, 0.164085, 0.127720, 0.063845, -0.001311, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 32, 785.385925, -19.845823, 378.788300, -5.702890, 2.073735, -0.021172, 0.145459, 0.163188, 0.063096, -0.000526, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 33, 785.702881, -37.038277, 377.641418, -17.734970, 2.080570, -0.000369, 0.129385, 0.184459, 0.062212, -0.001115, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 34, 785.260132, -39.369701, 376.001984, -14.070104, 2.089439, -0.026519, 0.122949, 0.191514, 0.061687, -0.000639, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 35, 787.935486, -44.440414, 376.481049, -7.697893, 2.094433, -0.075217, 0.129334, 0.184396, 0.062073, 0.000028, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 36, 786.474426, -48.790680, 375.908295, -6.286976, 2.093783, -0.094776, 0.146698, 0.161800, 0.061142, 0.000374, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 37, 788.097778, -58.020531, 375.163147, 4.708251, 2.098409, -0.180989, 0.167898, 0.122129, 0.061515, 0.001340, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 38, 791.374939, -74.235641, 369.418213, 20.788273, 2.124185, -0.320487, 0.181934, 0.066849, 0.063996, 0.001850, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 39, 801.158936, -91.501633, 361.770691, 38.701569, 2.162740, -0.484293, 0.178415, 0.003577, 0.063155, 0.003229, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 40, 821.451111, -111.689980, 342.562469, 60.508053, 2.269561, -0.726923, 0.153866, -0.055103,,, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 41, 846.678406, -128.014679, 317.561005, 74.274048, 2.438510, -0.973459, 0.114928, -0.098399,,, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 42, 870.941528, -134.163956, 290.915619, 91.975777, 2.589182, -1.279773, 0.074493, -0.124598,,, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 43, 894.081116, -124.500237, 262.734985, 103.654152, 2.782884, -1.571765, 0.044761, -0.141961,,, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 44, 910.847900, -86.125481, 234.670273, 113.620674, 3.000352, -1.819691, 0.036901, -0.162726,,, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 45, 918.957581, -23.898815, 209.818817, 132.355911, 3.081658, -2.057844, 0.072626, -0.191134,,, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 46, 925.428528, 104.734680, 166.735214, 150.180450, 3.376652, -2.413242, 0.193796, -0.184773,,, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 47, 895.717651, 276.732605, 123.604706, 156.202774, 3.879821, -2.664188, 0.362340, 0.031400,,, 0.065617, 0.088683
B0006, 43, 2008-04-18, 22:39:16.31, 24.00, 48, 819.150635, 444.194305, 80.904861, 155.002350, 4.419973, -2.977718, 0.062470, 0.496201,,, 0.065617, 0.088683
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 1, 649.273682, -23.115520, 508.449371, -93.801353, 1.243049, 0.183861, 0.113469, -0.279454, 0.077135, -0.000848, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 2, 820.045105, -42.766335, 338.787994, -76.364769, 2.330569, 0.399090, 0.137617, 0.023306, 0.078787, -0.000323, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 3, 809.514709, -42.689377, 349.486755, -75.765465, 2.237613, 0.362945, 0.004452, 0.012577, 0.079629, -0.000466, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 4, 803.069275, -49.794746, 356.841644, -68.709686, 2.195946, 0.283285, 0.037615, -0.073247, 0.078895, -0.000969, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 5, 803.159241, -51.795952, 355.117401, -59.081623, 2.224369, 0.224217, 0.134201, -0.071893, 0.077144, -0.000577, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 6, 803.818787, -56.162186, 354.727875, -54.848171, 2.237014, 0.187563, 0.200293, -0.012586, 0.079235, -0.000098, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 7, 803.932678, -58.614700, 356.456818, -52.605202, 2.231021, 0.164813, 0.225873, 0.050965, 0.078043, -0.001237, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 8, 799.786560, -62.097794, 359.566071, -50.182465, 2.205455, 0.135100, 0.229649, 0.094427, 0.078145, -0.001066, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 9, 801.108521, -64.065460, 357.201019, -45.435326, 2.229481, 0.104232, 0.226868, 0.114268, 0.075620, -0.001106, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 10, 799.372864, -63.873970, 359.510071, -46.946796, 2.209037, 0.110799, 0.223774, 0.114572, 0.075061, -0.001061, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 11, 801.369446, -56.073978, 359.809937, -40.974461, 2.216209, 0.096534, 0.220786, 0.100995, 0.077723, -0.000128, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 12, 796.877197, -57.631550, 364.522095, -40.682518, 2.176621, 0.084820, 0.216214, 0.079038, 0.073959, -0.000293, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 13, 796.150879, -57.866386, 365.405090, -39.611275, 2.170478, 0.076926, 0.208582, 0.053593, 0.075249, -0.001463, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 14, 797.742126, -60.502472, 362.874664, -35.750584, 2.193531, 0.049377, 0.197595, 0.028605, 0.077308, -0.000826, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 15, 793.516785, -61.400414, 367.741241, -35.353973, 2.153957, 0.040111, 0.184118, 0.006770, 0.075193, -0.000911, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 16, 795.176880, -39.406403, 366.707489, -29.941668, 2.162778, 0.069131, 0.169690, -0.010543, 0.076471, -0.001129, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 17, 797.877258, -41.692459, 365.440857, -27.284992, 2.179695, 0.048655, 0.155943, -0.023093, 0.075308, -0.001723, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 18, 794.953857, -40.170700, 368.314240, -26.995556, 2.154776, 0.048868, 0.144209, -0.031369, 0.074790, -0.001635, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 19, 796.840393, -40.831463, 366.301788, -27.076267, 2.171739, 0.049061, 0.135350, -0.036172, 0.073568, -0.001365, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 20, 792.813232, -39.715767, 368.988770, -28.925968, 2.143874, 0.060430, 0.129776, -0.038280, 0.072798, -0.001536, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 21, 794.357727, -40.716400, 369.462219, -28.024534, 2.146050, 0.052578, 0.127538, -0.038259, 0.071998, -0.001860, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 22, 792.636230, -1.098770, 371.875336, -10.154950, 2.129949, 0.055209, 0.128419, -0.036398, 0.070369, -0.002471, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 23, 790.794983, -1.341875, 372.893097, -9.725165, 2.119354, 0.051675, 0.132003, -0.032754, 0.070004, -0.001332, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 24, 790.806641, -2.301476, 374.030457, -10.496790, 2.112793, 0.053140, 0.137711, -0.027259, 0.068960, -0.002107, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 25, 788.690796, 1.239500, 376.486847, -11.993228, 2.092641, 0.069955, 0.144833, -0.019858, 0.068199, -0.001729, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 26, 788.676331, -2.236917, 377.400177, -6.492515, 2.089245, 0.030015, 0.152587, -0.010647, 0.067438, -0.001838, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 27, 786.434875, -1.699896, 378.284363, -9.767654, 2.077682, 0.049154, 0.160209, 0.000030, 0.066160, -0.001405, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 28, 785.452881, -11.923584, 379.670105, -12.406719, 2.067596, 0.036159, 0.167056, 0.011541, 0.066106, -0.001620, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 29, 785.376648, -13.616167, 379.354919, -12.128498, 2.069327, 0.030266, 0.172700, 0.023007, 0.065294, -0.001533, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 30, 783.464661, -14.908247, 380.566498, -10.901562, 2.058113, 0.019782, 0.176975, 0.033391, 0.064051, -0.001531, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 31, 785.203674, -16.588234, 380.302765, -8.662163, 2.064603, 0.003407, 0.179946, 0.041637, 0.063311, -0.001927, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 32, 784.750488, -19.345724, 379.095886, -5.858514, 2.070352, -0.019036, 0.181824, 0.046797, 0.061225, -0.001444, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 33, 784.762817, -35.465263, 378.922302, -17.706818, 2.070890, 0.003176, 0.182827, 0.048145, 0.059805, -0.001420, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 34, 785.556091, -37.157974, 377.089233, -16.786724, 2.083468, -0.005790, 0.183057, 0.045261, 0.059609, -0.000943, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 35, 785.462830, -42.534233, 379.119446, -12.709887, 2.073239, -0.042687, 0.182425, 0.038088, 0.059456, -0.000718, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 36, 784.871094, -46.221947, 380.282440, -7.402395, 2.065500, -0.081340, 0.180671, 0.026970, 0.059869, 0.000123, 0.060630, 0.078024
B0006, 45, 2008-04-19, 02:14:27.02, 24.00, 37, 785.184143, -56.965324, 378.291443, 3.135877, 2.074216, -0.167780, 0.177490, 0.012639, 0.057698, 0.000750, 0.060630, 0.078024
